ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL092017,HARVEY,2017,Elite,87,4,132,937,11.44,312,107,91.1,95.1,74.7,94.5,78.8,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Harvey_2017-08-25_2337Z.jpg/1280px-Harvey_2017-08-25_2337Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL132020,LAURA,2020,Elite,87,4,150,937,12.92,156,128,95.9,95.3,77.4,69.1,81,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/Laura_2020-08-26_2300Z.png/1280px-Laura_2020-08-26_2300Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL061866,Hurricane Six,1866,Elite,86,4,138,938,40.86,282,,94.4,94.6,98,91.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Six_1866_path.png/1280px-Six_1866_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021880,Hurricane Two,1880,Elite,86,4,150,931,24.61,246,,96.9,96.7,90.5,86.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/Hurricane_Two_weather_map%2C_August_13%2C_1880.jpg/1280px-Hurricane_Two_weather_map%2C_August_13%2C_1880.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041906,Hurricane Four,1906,Elite,86,4,132,950,58.07,438,,92.2,90.5,99.5,99.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/Hurricane_Four_weather_map%2C_September_5%2C_1906_%283778623%29.jpg/1280px-Hurricane_Four_weather_map%2C_September_5%2C_1906_%283778623%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061915,Hurricane Six,1915,Elite,86,4,144,931,38.6,246,,95.2,96.6,97.3,86.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/New_Orleans_hurricane_weather_map%2C_September_29%2C_1915.jpg/1280px-New_Orleans_hurricane_weather_map%2C_September_29%2C_1915.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041926,Hurricane Four,1926,Elite,86,4,132,957,64.54,540,,92,87.6,99.8,99.9,50,https://upload.wikimedia.org/wikipedia/commons/c/ca/Hurricane_Four_weather_analysis%2C_September_12%2C_1926.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL141933,Tampico Hurricane,1933,Elite,86,5,161,929,25.91,180,,98.1,97.1,91.5,73.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Tampico_hurricane_%28Hurricane_Fourteen%29_weather_map%2C_September_21%2C_1933.jpg/1280px-Tampico_hurricane_%28Hurricane_Fourteen%29_weather_map%2C_September_21%2C_1933.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081958,HELENE,1958,Elite,86,4,150,930,25.64,270,,97,96.9,91.3,89.9,50,https://upload.wikimedia.org/wikipedia/commons/5/54/Wea01252.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL091961,HATTIE,1961,Elite,86,5,167,914,20.36,132,,98.9,99.2,86.9,61.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/Hurricane_Hattie_radar_30_Oct_1961_-_cropped.jpg/1280px-Hurricane_Hattie_radar_30_Oct_1961_-_cropped.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL131971,EDITH,1971,Elite,86,4,150,943,16.85,240,37,96.5,92.7,83,85.6,62.3,https://upload.wikimedia.org/wikipedia/commons/2/22/Edith1971sep91339z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL091985,GLORIA,1985,Elite,86,4,144,920,25.4,348,14,94.8,98.5,91.2,96.5,48.9,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Gloria_1985-09-24_2130Z.png/1280px-Gloria_1985-09-24_2130Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL091988,HELENE,1988,Elite,86,4,144,938,31.81,246,,94.9,94.9,95.6,86.4,50,https://upload.wikimedia.org/wikipedia/commons/b/ba/Helene_1988-09-23_1230Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL132002,LILI,2002,Elite,86,4,144,938,17.03,264,28,95.5,95,83.1,89.5,59.3,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Lili_2002-10-02_1645Z_%28alternative_version%29.jpg/1280px-Lili_2002-10-02_1645Z_%28alternative_version%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL122004,KARL,2004,Elite,86,4,144,938,31.76,264,,95.7,94.6,95.5,89.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/Karl_2004-09-21_0115Z.jpg/1280px-Karl_2004-09-21_0115Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL072010,EARL,2010,Elite,86,4,144,927,28.73,276,,95.2,97.7,94,90.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/Earl_2010-09-02_0320Z.jpg/1280px-Earl_2010-09-02_0320Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL122011,KATIA,2011,Elite,86,4,138,942,31.3,330,,93.5,92.9,95.2,95.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Katia_2011-09-05_1615Z.png/1280px-Katia_2011-09-05_1615Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL122024,KIRK,2024,Elite,86,4,150,928,26.52,228,,97.1,97.5,91.9,83.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Kirk_2024-10-04_0424Z.jpg/1280px-Kirk_2024-10-04_0424Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL082025,HUMBERTO,2025,Elite,86,5,161,918,26.95,168,,97.9,98.7,92.4,71.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Humberto_2025-09-27_2019Z.jpg/1280px-Humberto_2025-09-27_2019Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051886,Hurricane Five,1886,Elite,85,4,150,925,23.06,222,,96.7,98,89.4,82.8,50,https://upload.wikimedia.org/wikipedia/commons/d/d7/1886_Indianola_hurricane_track_and_surface_analysis_1200Z_1886-08-20.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL061894,Hurricane Six,1894,Elite,85,4,132,931,30.48,234,,92.3,96.5,94.8,84.5,50,https://upload.wikimedia.org/wikipedia/commons/f/ff/1894_Atlantic_hurricane_6_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL061933,Hurricane Six,1933,Elite,85,4,138,948,34.02,324,,92.9,91.2,96.2,95.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Chesapeake%E2%80%93Potomac_hurricane_weather_map%2C_August_23%2C_1933_%28523179%29.jpg/1280px-Chesapeake%E2%80%93Potomac_hurricane_weather_map%2C_August_23%2C_1933_%28523179%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL121933,Hurricane Twelve,1933,Elite,85,4,138,952,40.85,348,,92.8,89.3,98,96.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/Outer_Banks_hurricane_weather_map_%28enlarged%29%2C_September_16%2C_1933.jpg/1280px-Outer_Banks_hurricane_weather_map_%28enlarged%29%2C_September_16%2C_1933.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL131944,Hurricane Thirteen,1944,Elite,85,4,144,937,25.48,276,,95.4,95.3,91.3,90,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Hurricane_Thirteen_surface_analysis_1944_Oct_17_18z.jpg/1280px-Hurricane_Thirteen_surface_analysis_1944_Oct_17_18z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061948,Hurricane Six,1948,Elite,85,4,132,,26.14,318,,91.4,94.4,91.7,94.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/Bermuda%E2%80%93Newfoundland_hurricane%2C_Hurricane_Six_%28Dog%29_weather_map%2C_September_13%2C_1948.jpg/1280px-Bermuda%E2%80%93Newfoundland_hurricane%2C_Hurricane_Six_%28Dog%29_weather_map%2C_September_13%2C_1948.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021961,BETSY,1961,Elite,85,4,132,945,36.51,336,,91.6,92.1,96.8,96.1,50,https://upload.wikimedia.org/wikipedia/commons/0/01/Hurricane_Betsy_1961.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL101964,HILDA,1964,Elite,85,4,138,941,19.59,193,38,93.3,93.3,86,77.3,63.2,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/Hurricane_Hilda_Oct_1_1964.jpg/1280px-Hurricane_Hilda_Oct_1_1964.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL151975,GLADYS,1975,Elite,85,4,150,939,24.05,252,,96.4,94,90.1,87.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Gladys_1975.jpg/1280px-Gladys_1975.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051977,ANITA,1977,Elite,85,5,173,926,12.77,90,,99.2,97.9,77.3,46.5,50,https://upload.wikimedia.org/wikipedia/commons/c/c3/Anita_1977-09-01_2301Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL111988,JOAN,1988,Elite,85,4,144,932,23.72,288,,95,96.4,90,91.7,50,https://upload.wikimedia.org/wikipedia/commons/5/57/Joan_1988-10-21_1930Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL171995,OPAL,1995,Elite,85,4,150,916,11.67,144,63,95.9,98.9,75.1,65.5,71.4,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Opal_1995-10-04_0815Z.jpg/1280px-Opal_1995-10-04_0815Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL132000,ISAAC,2000,Elite,85,4,138,943,31.72,294,,93.8,92.7,95.5,92.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Isaac_2000-09-28_1745Z.jpg/1280px-Isaac_2000-09-28_1745Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL062007,FELIX,2007,Elite,85,5,173,929,18.03,96,,99.3,97.3,84.7,48.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/Felix_2007-09-03_0315Z.jpg/1280px-Felix_2007-09-03_0315Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL152016,NICOLE,2016,Elite,85,4,138,950,27.18,366,,93.3,90.6,92.7,97.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/Nicole_2016-10-13_0625Z.jpg/1280px-Nicole_2016-10-13_0625Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL081880,Hurricane Eight,1880,Gold,84,4,138,928,26.7,186,,94.2,97.4,92.2,76,50,https://upload.wikimedia.org/wikipedia/commons/f/f4/1880_Atlantic_hurricane_8_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL061882,Hurricane Six,1882,Gold,84,4,138,,21.26,258,,94.1,94.3,87.9,88.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/Hurricane_Six_weather_map%2C_October_11%2C_1882.jpg/1280px-Hurricane_Six_weather_map%2C_October_11%2C_1882.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091893,Hurricane Nine,1893,Gold,84,3,121,955,65.37,492,,88.5,88.2,99.9,99.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/October_13%2C_1893_hurricane_9_map.jpg/1280px-October_13%2C_1893_hurricane_9_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061921,Hurricane Six,1921,Gold,84,4,138,941,27.81,246,,93.2,93.3,93.4,86.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Tampa_Bay_hurricane_weather_map%2C_October_23%2C_1921.jpg/1280px-Tampa_Bay_hurricane_weather_map%2C_October_23%2C_1921.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021922,Hurricane Two,1922,Gold,84,3,121,939,40.81,342,,87.5,93.8,97.9,96.4,50,https://upload.wikimedia.org/wikipedia/commons/2/2d/Hurricane_Two_surface_analysis_September_21_1922.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL061950,FOX,1950,Gold,84,4,138,946,26.91,222,,93.9,91.6,92.4,82.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Hurricane_Fox_weather_analysis%2C_September_14%2C_1950.jpg/1280px-Hurricane_Fox_weather_analysis%2C_September_14%2C_1950.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031958,CLEO,1958,Gold,84,4,138,947,27.51,228,,93.9,91.4,93.1,83.6,50,https://upload.wikimedia.org/wikipedia/commons/d/d1/Hurricane_Cleo_weather_map%2C_August_17%2C_1958.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL091964,GLADYS,1964,Gold,84,4,132,945,30.66,282,,91.7,91.8,94.9,91,50,https://upload.wikimedia.org/wikipedia/commons/9/9b/Hurricane_Gladys_of_1964.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL101974,CARMEN,1974,Gold,84,4,155,928,25.35,234,8,97.4,97.5,91,85.4,38.1,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Carmen_1974-09-01_2133Z_color.png/1280px-Carmen_1974-09-01_2133Z_color.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL061996,FRAN,1996,Gold,84,3,121,946,22.89,240,49,88.7,91.7,89.2,86.3,68,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/Fran_1996-09-04_1515Z.png/1280px-Fran_1996-09-04_1515Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL041999,CINDY,1999,Gold,84,4,138,942,24.62,258,,93.7,93.1,90.5,88.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Cindy_1999-08-28_1145Z.png/1280px-Cindy_1999-08-28_1145Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL032000,ALBERTO,2000,Gold,84,3,127,950,37.67,486,,90.6,90.1,97.1,99.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/Alberto_2000-08-12_1145Z.png/1280px-Alberto_2000-08-12_1145Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL102002,ISIDORE,2002,Gold,84,3,127,934,17.8,204,41,90.7,95.9,84.2,79.6,64.9,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Isidore_2002-09-22_1915Z.jpg/1280px-Isidore_2002-09-22_1915Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL112004,JEANNE,2004,Gold,84,3,121,950,24.48,360,3037,87.9,90.4,90.3,97.3,96.5,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/Jeanne_2004-09-26_0315Z.jpg/1280px-Jeanne_2004-09-26_0315Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL032009,BILL,2009,Gold,84,4,132,943,28.71,246,,92.5,92.6,94,87.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Bill_2009-08-19_1725Z.jpg/1280px-Bill_2009-08-19_1725Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL062010,DANIELLE,2010,Gold,84,4,132,942,23.59,276,,91.9,92.9,89.8,90.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/Danielle_2010-08-27_1715Z.png/1280px-Danielle_2010-08-27_1715Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL092011,IRENE,2011,Gold,84,3,121,942,19.66,216,107,86.1,93.1,86.1,81.4,78.4,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Irene_2011-08-24_1810Z_%28alt_version%29.jpg/1280px-Irene_2011-08-24_1810Z_%28alt_version%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL162011,OPHELIA,2011,Gold,84,4,138,940,19.61,324,,92.9,93.7,86,95.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Ophelia_2011-10-01_1740Z.jpg/1280px-Ophelia_2011-10-01_1740Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL182012,SANDY,2012,Gold,84,3,115,940,15.12,204,254,84.8,93.4,80.7,79.9,86.1,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Sandy_2012-10-25_0320Z_%28cropped%29.png/1280px-Sandy_2012-10-25_0320Z_%28cropped%29.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL082014,GONZALO,2014,Gold,84,4,144,940,26.95,186,,95.5,93.6,92.5,74.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Gonzalo_2014-10-16_1215Z.png/1280px-Gonzalo_2014-10-16_1215Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL132019,LORENZO,2019,Gold,84,5,161,925,33.93,264,,98.2,98,96.1,89.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/Lorenzo_2019-09-29_0422Z.jpg/1280px-Lorenzo_2019-09-29_0422Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL202020,TEDDY,2020,Gold,84,4,138,945,27.44,246,,93.7,91.9,93,87,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/Teddy_2020-09-17_2025Z.jpg/1280px-Teddy_2020-09-17_2025Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL072025,GABRIELLE,2025,Gold,84,4,138,944,21.87,258,,94.5,92.5,88.5,88.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Gabrielle_2025-09-22_2041Z.jpg/1280px-Gabrielle_2025-09-22_2041Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL061893,Hurricane Six,1893,Gold,83,3,121,954,42.82,438,,86.8,88.8,98.3,99.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/Sea_Islands_hurricane_%28Hurricane_Six%29_weather_map%2C_August_28%2C_1893.jpg/1280px-Sea_Islands_hurricane_%28Hurricane_Six%29_weather_map%2C_August_28%2C_1893.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071898,Hurricane Seven,1898,Gold,83,4,132,938,24.51,204,,92.2,94.9,90.3,79.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/October_2%2C_1898_hurricane_7_map.jpg/1280px-October_2%2C_1898_hurricane_7_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051899,Hurricane Five,1899,Gold,83,3,121,939,36.49,306,,86.7,93.9,96.7,93.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/Hurricane_Five_weather_map%2C_September_10%2C_1899.jpg/1280px-Hurricane_Five_weather_map%2C_September_10%2C_1899.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081906,Hurricane Eight,1906,Gold,83,3,121,953,28.33,324,,88.9,89.2,93.7,95.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/Florida_keys_hurricane_map_10-18-1906_%2863290%29.jpg/1280px-Florida_keys_hurricane_map_10-18-1906_%2863290%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031915,Hurricane Three,1915,Gold,83,3,121,,41.94,348,,87.1,86.8,98.2,96.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Hurricane_Three_weather_map%2C_September_2%2C_1915_%286122690%29.jpg/1280px-Hurricane_Three_weather_map%2C_September_2%2C_1915_%286122690%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011927,Hurricane One,1927,Gold,83,3,127,950,29.18,258,,89.6,90.4,94.3,88.6,50,https://upload.wikimedia.org/wikipedia/commons/f/f6/1927_Nova_Scotia_hurricane_analysis_22_Aug_1927.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021935,Hurricane Two,1935,Gold,83,4,132,,27.24,204,,91.8,94.2,92.8,79.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Hurricane_Two_weather_map%2C_August_24%2C_1935.jpg/1280px-Hurricane_Two_weather_map%2C_August_24%2C_1935.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051935,Hurricane Five,1935,Gold,83,4,138,955,27.1,210,,93.2,88.3,92.7,81,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Hurricane_Five_%281935_Cuba_hurricane%29_weather_map%2C_September_29%2C_1935.jpg/1280px-Hurricane_Five_%281935_Cuba_hurricane%29_weather_map%2C_September_29%2C_1935.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031943,Hurricane Three,1943,Gold,83,4,138,,26.53,198,,93.6,94.3,92,77.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/Hurricane_Three_surface_analysis_1943.jpg/1280px-Hurricane_Three_surface_analysis_1943.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081948,Hurricane Eight,1948,Gold,83,4,132,940,23.28,186,,91.2,93.7,89.6,75.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/1948_Hurricane.JPG/1280px-1948_Hurricane.JPG?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101952,FOX,1952,Gold,83,4,144,934,16.37,156,,95.8,95.9,82.4,68.4,50,https://upload.wikimedia.org/wikipedia/commons/a/ac/Fox_1952-10-24_1230Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL081954,EDNA,1954,Gold,83,3,127,943,22.48,210,29,89.1,92.8,88.9,80.5,59.7,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Hurricane_Edna_weather_map%2C_September_11%2C_1954_%285466781%29.jpg/1280px-Hurricane_Edna_weather_map%2C_September_11%2C_1954_%285466781%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL081955,IONE,1955,Gold,83,4,138,938,28.02,384,7,93.8,94.5,93.5,98.3,35.9,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Hurricane_Ione_weather_map%2C_September_17%2C_1955.jpg/1280px-Hurricane_Ione_weather_map%2C_September_17%2C_1955.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL031956,BETSY,1956,Gold,83,3,121,954,30.06,270,37,86.1,88.6,94.7,89.7,62.8,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Hurricane_Betsy_%281956%29.JPG/1280px-Hurricane_Betsy_%281956%29.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL081959,GRACIE,1959,Gold,83,4,132,951,16.59,204,22,91.4,89.8,82.6,79.5,56.3,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Hurricane_Gracie_on_radar_scope_in_September_1959.jpg/1280px-Hurricane_Gracie_on_radar_scope_in_September_1959.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL071961,FRANCES,1961,Gold,83,4,132,948,21.43,240,,91.6,91.3,88,86,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/Hurricane_Frances_weather_map%2C_October_7%2C_1961.jpg/1280px-Hurricane_Frances_weather_map%2C_October_7%2C_1961.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061966,FAITH,1966,Gold,83,3,121,950,45.17,516,,87.1,90,98.7,99.7,50,https://upload.wikimedia.org/wikipedia/commons/c/c5/Hurricane_Faith_1966.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL081969,DEBBIE,1969,Gold,83,3,127,950,29.21,300,,89.8,90,94.4,93.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/DebbieAug2019691519zNavyRadar.jpg/1280px-DebbieAug2019691519zNavyRadar.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL181971,IRENE,1971,Gold,83,3,127,948,26.02,306,,89.8,91.2,91.6,93.6,50,https://upload.wikimedia.org/wikipedia/commons/1/1b/OliviaSep2519712053UTCESSA9.gif?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
