ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL192017,RINA,2017,Silver,64,0,58,991,1.98,60,,34.7,48.8,29.8,31.7,50,
AL102018,JOYCE,2018,Silver,64,0,52,995,2.79,102,,23.5,44.3,38.4,49.9,50,
AL112018,ELEVEN,2018,Silver,64,-1,35,1007,0,0,,4.2,10.4,9.9,8.9,50,
AL082020,HANNA,2020,Silver,64,1,92,973,3.55,60,9,68.9,71.2,44.2,30.5,39.8,
AL122022,TWELVE,2022,Silver,64,-1,35,1007,0,0,,8.7,10.4,9.6,0.4,50,
AL152022,LISA,2022,Silver,64,1,92,985,3.76,84,,67.4,54.5,45.7,44.3,50,
AL112023,JOSE,2023,Silver,64,0,63,996,1.84,42,,41.9,43.2,28.4,22.5,50,
AL011854,Hurricane One,1854,Silver,63,1,81,,3.9,60,,60.4,62.6,46.4,32.3,50,
AL011862,Tropical Storm One,1862,Silver,63,0,58,,3,66,,28.6,38.8,40.3,35,50,
AL051864,Hurricane Five,1864,Silver,63,1,81,,4.66,66,,61,60.1,51.2,32.8,50,
AL031866,Hurricane Three,1866,Silver,63,1,81,,6.6,78,,53.5,56.9,59.8,41.8,50,
AL071866,Tropical Storm Seven,1866,Silver,63,0,69,,1.99,36,,42.8,33.9,30,21.2,50,
AL011871,Tropical Storm One,1871,Silver,63,0,58,999,3.78,102,,27.1,24.4,46,50.7,50,
AL031873,Hurricane Three,1873,Silver,63,1,81,,5.38,66,,54.1,62.4,54.1,33.7,50,
AL051905,Tropical Storm Five,1905,Silver,63,0,52,,3.42,114,,20.2,34.9,43.4,54.7,50,
AL111906,Hurricane Eleven,1906,Silver,63,1,81,,4.02,102,,55.1,60.2,47.3,49.5,50,
AL021908,Hurricane Two,1908,Silver,63,1,75,989,6.4,138,,51.6,51.1,58.9,62.3,50,
AL011911,Tropical Storm One,1911,Silver,63,0,58,,2.09,66,,36.6,36.9,31.2,33.7,50,
AL081931,Hurricane Eight,1931,Silver,63,1,75,,5.86,126,,50.1,59.2,56.4,58.7,50,
AL111931,Tropical Storm Eleven,1931,Silver,63,0,58,,2.59,72,,29.8,34.1,36.6,39.1,50,
AL081932,Tropical Storm Eight,1932,Silver,63,0,63,,1.93,48,,39.5,34.7,29,26.9,50,
AL151933,Hurricane Fifteen,1933,Silver,63,1,75,,5.48,96,,50,59.3,54.7,48.6,50,
AL011936,Tropical Storm One,1936,Silver,63,0,46,996,3.32,120,,14.1,43.9,42.7,57.5,50,
AL061936,Tropical Storm Six,1936,Silver,63,0,52,,2.8,120,,24.8,31.6,38.9,57.3,50,
AL071937,Tropical Storm Seven,1937,Silver,63,0,58,1002,3.13,102,,33.7,18,41.3,51.8,50,
AL021939,Hurricane Two,1939,Silver,63,1,75,985,5.81,120,,53,54.7,56.2,58.3,50,
AL031944,Hurricane Three,1944,Silver,63,1,81,985,4.52,102,,59.2,54.4,50.3,51,50,
AL061944,Tropical Storm Six,1944,Silver,63,0,63,992,1.4,36,,37.2,48.5,23,21.1,50,
AL081944,Hurricane Eight,1944,Silver,63,1,81,,4.63,72,,59.1,62.3,51,36.7,50,
AL081949,Tropical Storm Eight,1949,Silver,63,0,58,,2.79,84,,27.1,35.9,38.5,43.1,50,
AL161949,Tropical Storm Sixteen,1949,Silver,63,0,63,993,1.24,32,,39.7,47.2,21.1,19.9,50,
AL161950,Tropical Storm Sixteen,1950,Silver,63,0,69,,2.01,42,,46.7,25.9,30.1,24.7,50,
AL011957,Hurricane One,1957,Silver,63,1,75,996,6.08,168,,51.6,43.6,57.3,71.9,50,
AL071958,GERDA,1958,Silver,63,0,58,1001,1.74,150,,36.5,20,27.3,67.7,50,
AL051959,DEBRA,1959,Silver,63,1,86,980,2.98,48,,63.9,66.2,40,26.5,50,
AL141959,Tropical Storm Fourteen,1959,Silver,63,0,63,1002,2.98,84,,40.1,18,40.1,42.6,50,
AL071960,FLORENCE,1960,Silver,63,0,58,1000,1.87,162,,34.8,23.5,28.6,70.2,50,
AL051965,DEBBIE,1965,Silver,63,0,58,1000,1.73,50,76,33.2,21.3,27.2,27.7,74.5,
AL101965,Tropical Storm Ten,1965,Silver,63,0,52,997,2.75,84,,22.4,41.6,37.9,43.9,50,
AL021966,BECKY,1966,Silver,63,1,86,984,3.44,72,,64.8,55.3,43.6,38.1,50,
AL031966,CELIA,1966,Silver,63,1,75,994,4.34,216,,52.8,45.7,49.3,81.8,50,
AL231969,Tropical Storm Twenty-Three,1969,Silver,63,0,58,995,1.72,48,,36,44.6,27,25.5,50,
AL181975,Tropical Depression Eighteen,1975,Silver,63,-1,35,1002,0,0,,4.3,18.6,3.1,1.2,50,
AL121978,Tropical Depression Twelve,1978,Silver,63,-1,35,,0,0,,8.8,4.3,6.5,9.2,50,
AL231978,KENDRA,1978,Silver,63,1,81,990,4.62,114,,59.3,50.6,50.9,55,50,
AL011979,Tropical Depression One,1979,Silver,63,-1,35,,0,0,,9.6,5.3,6.8,6,50,
AL071980,CHARLEY,1980,Silver,63,1,81,989,5.07,102,,58.6,51.3,53,51.6,50,
AL101981,DENNIS,1981,Silver,63,1,81,995,6.5,336,3,58.5,45.3,59.3,95.8,22.9,
AL171981,Tropical Depression Seventeen,1981,Silver,63,-1,35,,0,0,,7.4,6.1,9.5,4.3,50,
AL041982,Tropical Depression Four,1982,Silver,63,-1,35,,0,0,,7,7.3,7.8,8,50,
AL051982,CHRIS,1982,Silver,63,0,63,994,1.29,30,,41,45.9,21.6,17.6,50,
AL071982,Tropical Depression Seven,1982,Silver,63,-1,35,,0,0,,7.1,6.1,7.9,8.2,50,
AL011983,Tropical Depression One,1983,Silver,63,-1,35,,0,0,,7.1,6,7.9,8.2,50,
AL041984,Tropical Depression Four,1984,Silver,63,-1,35,,0,0,,6.9,5.9,8.2,8.8,50,
AL081984,CESAR,1984,Silver,63,0,58,989,1.79,54,,31.2,51,27.7,28.9,50,
AL091984,Tropical Depression Nine,1984,Silver,63,-1,35,,0,0,,6.9,6,9,8.7,50,
AL171984,Tropical Depression Seventeen,1984,Silver,63,-1,35,,0,0,,5.8,7.7,9,7.2,50,
AL091987,Tropical Depression Nine,1987,Silver,63,-1,35,,0,0,,8.1,7.8,7.7,3.5,50,
AL101987,DENNIS,1987,Silver,63,0,52,1000,4.07,174,,19.1,22.9,47.6,73.3,50,
AL111987,Tropical Depression Eleven,1987,Silver,63,-1,35,,0,0,,8.1,6.3,8.6,3.5,50,
AL051988,ERNESTO,1988,Silver,63,0,63,994,1.29,30,,40.3,46.7,21.6,18.4,50,
AL061988,Tropical Storm Six,1988,Silver,63,0,58,994,1.69,48,,32.5,46.8,26.7,27.4,50,
AL121988,KEITH,1988,Silver,63,1,75,945,8.04,156,0,52.2,91.9,65.3,69.1,0.4,
AL081991,ERIKA,1991,Silver,63,0,58,997,1.97,57,,32.1,42.7,29.5,30.3,50,
AL021992,Tropical Depression Two,1992,Silver,63,-1,35,1007,0,0,,5.9,9.3,5.4,11.5,50,
AL031996,CESAR,1996,Silver,63,1,86,985,3.97,78,,62.6,55.2,46.8,41.9,50,
AL112000,GORDON,2000,Silver,63,1,81,981,3.35,54,26,55.3,65,42.9,29.7,58.4,
AL012005,ARLENE,2005,Silver,63,0,69,989,2.56,61,2,44,51,36.3,32.5,16,
AL052007,ERIN,2007,Silver,63,0,58,995,0.74,90,16,33.7,45.2,15.4,45.8,51.9,
AL072011,GERT,2011,Silver,63,0,63,1000,2.3,66,,41.8,21,33.6,35.6,50,
AL012013,ANDREA,2013,Silver,63,0,63,992,2.42,72,4,40,48.6,34.9,38.3,25.5,
AL072014,FAY,2014,Silver,63,1,81,983,3.68,72,,57.9,63.3,45.3,38.1,50,
AL032016,COLIN,2016,Silver,63,0,58,987,2.62,72,6,30.6,52.4,37,36.9,32,
AL092018,ISAAC,2018,Silver,63,1,75,995,6.82,150,,50.4,44.3,60.9,66.4,50,
AL022021,BILL,2021,Silver,63,0,63,992,1.16,30,,38.3,48.4,20.5,19.2,50,
AL112021,JULIAN,2021,Silver,63,0,58,993,2.14,54,,30.1,47.4,31.9,28.5,50,
AL132022,JULIA,2022,Silver,63,1,86,982,3.29,71,,61.5,64.1,42.5,36.4,50,
AL072023,EMILY,2023,Silver,63,0,52,998,1.95,108,,26,40.1,29.1,53.7,50,
AL062025,FERNAND,2025,Silver,63,0,58,999,3.54,120,,27.5,24.1,44.1,58.5,50,
AL112025,KAREN,2025,Silver,63,0,58,996,2.35,72,,28,43.2,34,39.2,50,
AL051869,Hurricane Five,1869,Silver,62,1,81,,3.84,48,,60,57.1,46.3,27.5,50,
AL041873,Tropical Storm Four,1873,Silver,62,0,58,,2.37,66,,35.7,29.1,34.3,33.6,50,
AL081877,Tropical Storm Eight,1877,Silver,62,0,58,,2.28,66,,36.2,30.3,33.5,33.3,50,
AL011881,Tropical Storm One,1881,Silver,62,0,58,,2.19,66,,34.3,27.7,32.4,34,50,
AL031885,Tropical Storm Three,1885,Silver,62,0,58,,2.37,66,,33,31,34.5,33.4,50,
AL061888,Hurricane Six,1888,Silver,62,1,81,985,4.38,96,,56.8,54.3,49.5,47.8,50,
AL041890,Hurricane Four,1890,Silver,62,1,92,,2.98,30,,67,58.7,40.1,17.7,50,
AL071891,Tropical Storm Seven,1891,Silver,62,0,52,1004,4.15,138,,25.7,14.7,47.9,62.8,50,
AL101891,Tropical Storm Ten,1891,Silver,62,0,58,,2.55,72,,29.2,34.5,36.1,37.6,50,
AL021894,Tropical Storm Two,1894,Silver,62,0,58,,2.88,78,,31.4,27.1,39.4,42,50,
AL011895,Tropical Storm One,1895,Silver,62,0,58,,2.38,66,,31.6,27.8,34.6,35.5,50,
AL071896,Tropical Storm Seven,1896,Silver,62,0,58,,2.25,66,,31.7,33.3,33.1,35.5,50,
AL021898,Hurricane Two,1898,Silver,62,1,86,,3.33,54,,63.5,58.6,42.8,28.9,50,
AL031898,Hurricane Three,1898,Silver,62,1,81,,5.22,66,,56,58.5,53.3,33.9,50,
AL071900,Tropical Storm Seven,1900,Silver,62,0,52,,2.59,78,,24,39.7,36.6,39.8,50,
AL101906,Tropical Storm Ten,1906,Silver,62,0,52,,2.64,108,,19.4,38.1,37.1,52.4,50,
AL021911,Hurricane Two,1911,Silver,62,1,81,,4.25,90,,54.9,57.8,48.6,46.4,50,
AL061911,Tropical Storm Six,1911,Silver,62,0,52,,3.24,108,,19.7,36.8,42.1,52.2,50,
AL051916,Tropical Storm Five,1916,Silver,62,0,58,,1.59,48,,34.5,38.7,25.3,26.6,50,
AL061918,Tropical Storm Six,1918,Silver,62,0,46,,2.8,120,,16.4,38.6,38.7,57.1,50,
AL041923,Hurricane Four,1923,Silver,62,1,81,,3.78,78,,56.2,61.1,46,41.9,50,
AL011925,Hurricane One,1925,Silver,62,1,81,,3.65,60,,57.3,61.4,45,30.7,50,
AL031929,Tropical Storm Three,1929,Silver,62,0,58,1005,3.97,102,,29.6,13.7,46.9,51.4,50,
AL051929,Hurricane Five,1929,Silver,62,1,81,,4.32,72,,57.1,59.1,49.2,37,50,
AL011931,Tropical Storm One,1931,Silver,62,0,52,,2.25,78,,25.3,36.3,33.1,39.9,50,
AL081934,Tropical Storm Eight,1934,Silver,62,0,52,,2.86,102,,25,28.9,39.3,51.3,50,
AL111934,Tropical Storm Eleven,1934,Silver,62,0,58,,2.57,78,,30.3,31.3,36.4,41.7,50,
AL111937,Hurricane Eleven,1937,Silver,62,1,81,,3.6,60,,58.4,58.7,44.6,32.1,50,
AL081940,Hurricane Eight,1940,Silver,62,1,81,993,5.13,84,,58.3,47.2,53.2,44.1,50,
AL101943,Tropical Storm Ten,1943,Silver,62,0,46,,3.04,132,,16.4,32.8,40.6,60.9,50,
AL081947,Tropical Storm Eight,1947,Silver,62,0,58,,3.06,72,,27.4,28,40.8,36.4,50,
AL051948,Hurricane Five,1948,Silver,62,1,81,983,2.85,60,,58.9,63.5,39.2,32.2,50,
AL101949,Hurricane Ten,1949,Silver,62,1,81,,3.22,54,,58.9,62.5,41.9,28.7,50,
AL141949,Tropical Storm Fourteen,1949,Silver,62,0,58,,2.99,96,,29.1,26.3,40.2,48.8,50,
AL111951,JIG,1951,Silver,62,1,75,990,6.5,114,,50,50.6,59.3,55.6,50,
AL141953,Tropical Storm Fourteen,1953,Silver,62,0,63,,1.67,42,,41.5,27.8,26.5,25.2,50,
AL041960,CLEO,1960,Silver,62,1,86,995,4.83,66,,64.7,45.1,52.1,35.1,50,
AL031963,Hurricane Three,1963,Silver,62,1,81,990,4.75,90,,53.6,50.2,51.7,45.6,50,
AL081968,EDNA,1968,Silver,62,0,69,1012,3.05,66,,47.8,0.7,40.7,35.8,50,
AL121968,FRANCES,1968,Silver,62,0,58,1001,2.57,78,,36.1,20.3,36.5,39.7,50,
AL131968,Tropical Depression Thirteen,1968,Silver,62,-1,35,1004,0,0,,4.7,16,0.4,10.1,50,
AL051970,Tropical Depression Five,1970,Silver,62,-1,35,,0,0,,9.9,8,0.9,7.5,50,
AL111971,FERN,1971,Silver,62,1,86,978,5.98,114,2,62,67.8,56.9,54.3,13.4,
AL101973,DELIA,1973,Silver,62,1,86,986,4.84,96,5,65,54.2,52.1,49,26.8,
AL211976,HOLLY,1976,Silver,62,1,75,990,4.75,126,,53.1,50.4,51.8,58.7,50,
AL151977,Tropical Depression Fifteen,1977,Silver,62,-1,35,,0,0,,6.4,8.2,5.1,9,50,
AL171978,Tropical Depression Seventeen,1978,Silver,62,-1,35,,0,0,,9.4,5.2,6.6,3.8,50,
AL181978,Tropical Depression Eighteen,1978,Silver,62,-1,35,,0,0,,9.5,3.9,6.6,5.8,50,
AL051979,Tropical Depression Five,1979,Silver,62,-1,35,,0,0,,9.6,5.3,6.9,2,50,
AL051980,Tropical Depression Five,1980,Silver,62,-1,35,,0,0,,7.3,6.8,8.6,1.9,50,
AL041983,BARRY,1983,Silver,62,1,81,986,3.14,114,,57.2,53.8,41.4,54.3,50,
AL011987,Tropical Depression One,1987,Silver,62,-1,35,,0,0,,8.6,6.3,7.5,3.1,50,
AL041987,Tropical Depression Four,1987,Silver,62,-1,35,,0,0,,7.9,7.2,7.5,3.1,50,
AL061987,Tropical Depression Six,1987,Silver,62,-1,35,,0,0,,8,7.1,7.6,3.4,50,
AL081987,Tropical Depression Eight,1987,Silver,62,-1,35,,0,0,,8,7.1,7.6,3.4,50,
AL151989,KAREN,1989,Silver,62,0,58,1000,2.65,96,,32.6,23,37.2,47.7,50,
AL121995,KAREN,1995,Silver,62,0,52,1000,3.43,120,,25.9,22.6,43.5,56.4,50,
AL041996,DOLLY,1996,Silver,62,1,81,989,3.91,96,,58,51.8,46.5,48.2,50,
AL011999,ARLENE,1999,Silver,62,0,58,1006,3.42,102,,33.5,10.9,43.4,49.4,50,
AL202005,STAN,2005,Silver,62,1,81,977,2.36,60,,59.6,68.4,34.2,32,50,
AL032006,BERYL,2006,Silver,62,0,58,1000,2.66,84,14,33.6,21.2,37.3,43.5,48.1,
AL052008,EDOUARD,2008,Silver,62,0,63,996,1.7,42,6,41.7,43.8,26.9,24.9,32.9,
AL132008,MARCO,2008,Silver,62,0,63,998,1.32,24,,40.4,41.1,21.9,16.2,50,
AL162008,SIXTEEN,2008,Silver,62,-1,29,1004,0,0,,0.4,14.9,9.7,5.1,50,
AL042010,COLIN,2010,Silver,62,0,58,1005,2.84,108,,36.9,12.7,39.1,53.2,50,
AL032013,CHANTAL,2013,Silver,62,0,63,1003,2.48,72,,42,16.5,35.7,37.8,50,
AL132016,LISA,2016,Silver,62,0,52,999,3.43,144,,21.9,24,43.6,65.3,50,
AL072018,GORDON,2018,Silver,62,0,69,996,2.28,45,4,44.2,44,33.4,25.3,24.2,
AL152019,FIFTEEN,2019,Silver,62,-1,35,1006,0,0,,5.8,11.4,4.3,8,50,
AL222020,BETA,2020,Silver,62,0,63,993,3.51,90,1,40,47.8,43.8,45,9.5,
AL142022,KARL,2022,Silver,62,0,58,997,2.12,72,,27.6,41.7,31.8,38.7,50,
AL172022,NICOLE,2022,Silver,62,1,75,980,4.31,102,11,50.9,66.3,49,51.4,44.6,
AL021852,Hurricane Two,1852,Silver,61,1,81,,2.76,42,,61.3,57.8,38,22.6,50,
AL021856,Hurricane Two,1856,Silver,61,1,81,,3.92,42,,60.3,56.6,46.6,22.2,50,
AL031859,Hurricane Three,1859,Silver,61,1,81,,2.94,30,,60.7,63,39.8,17.9,50,
AL051861,Hurricane Five,1861,Silver,61,1,81,,2.2,30,,60.5,62.9,32.5,18.1,50,
AL011867,Hurricane One,1867,Silver,61,1,81,,3.04,54,,60.2,56.8,40.7,29.7,50,
AL081870,Hurricane Eight,1870,Silver,61,1,81,,2.94,30,,59.9,61.3,39.7,18.7,50,
AL051885,Hurricane Five,1885,Silver,61,1,81,999,6.62,90,,59.5,24.3,60,46.6,50,
AL011888,Hurricane One,1888,Silver,61,1,81,,2.56,48,,56.7,60.9,36.4,26.8,50,
AL061892,Tropical Storm Six,1892,Silver,61,0,58,,2.22,60,,31.3,31.5,32.6,31.3,50,
AL011904,Hurricane One,1904,Silver,61,1,81,,2.9,60,,56.4,58,39.5,32.1,50,
AL021907,Tropical Storm Two,1907,Silver,61,0,46,,2.47,102,,16.1,38,35.6,49.6,50,
AL101909,Tropical Storm Ten,1909,Silver,61,0,58,,1.84,54,,36.6,25.1,28.3,29.9,50,
AL011910,Tropical Storm One,1910,Silver,61,0,46,,2.11,144,,16.1,37,31.7,64.5,50,
AL011915,Hurricane One,1915,Silver,61,1,75,990,4.48,120,,50.2,49.7,50,57.4,50,
AL121916,Tropical Storm Twelve,1916,Silver,61,0,58,1000,2.38,63,,34.6,22.3,34.5,32.6,50,
AL031918,Hurricane Three,1918,Silver,61,1,75,,3.31,72,,51.5,62.7,42.6,38.4,50,
AL051927,Tropical Storm Five,1927,Silver,61,0,58,,1.52,42,,31.1,38.9,24.4,25,50,
AL081927,Tropical Storm Eight,1927,Silver,61,0,58,,1.97,54,,29.5,35.7,29.6,27.9,50,
AL121931,Tropical Storm Twelve,1931,Silver,61,0,52,,1.9,72,,25.2,36.4,28.7,37.4,50,
AL011933,Tropical Storm One,1933,Silver,61,0,52,1001,3.08,108,,25,19.8,41.1,53.1,50,
AL111936,Hurricane Eleven,1936,Silver,61,1,81,,2.73,60,,58.7,57.2,37.8,31.5,50,
AL141936,Tropical Storm Fourteen,1936,Silver,61,0,52,998,1.98,66,,24.9,40.3,29.7,33.8,50,
AL011941,Tropical Storm One,1941,Silver,61,0,58,1001,2.28,72,,34,20.4,33.4,38.2,50,
AL101942,Tropical Storm Ten,1942,Silver,61,0,52,,2.88,108,,20.7,29.6,39.5,53.4,50,
AL051943,Tropical Storm Five,1943,Silver,61,0,52,,2.87,96,,20.8,29.5,39.4,49,50,
AL031945,Tropical Storm Three,1945,Silver,61,0,58,,2.35,60,,26.9,32.7,34.1,31.7,50,
AL011948,Tropical Storm One,1948,Silver,61,0,52,,2.5,84,,26.3,28,35.9,43.2,50,
AL021953,Tropical Storm Two,1953,Silver,61,0,52,,2.38,84,,25.3,28.2,34.6,43.8,50,
AL041954,Tropical Storm Four,1954,Silver,61,0,52,,2.55,84,,23.8,28.1,36.2,43.7,50,
AL101954,FLORENCE,1954,Silver,61,0,63,1001,1.79,42,,41.4,20.1,27.8,24,50,
AL061958,FIFI,1958,Silver,61,1,86,1000,5.89,120,,63.8,23.1,56.5,58.1,50,
AL081961,GERDA,1961,Silver,61,1,75,988,4.52,102,,49.7,52,50.3,50.9,50,
AL071969,BLANCHE,1969,Silver,61,1,86,996,3.65,60,,61.7,43.4,44.9,31.3,50,
AL301969,Tropical Depression Thirty,1969,Silver,61,-1,35,,0,0,,9.8,8.2,0.8,5.5,50,
AL011970,ALMA,1970,Silver,61,1,75,993,3.4,168,,50.9,47.8,43.2,71.6,50,
AL011974,Tropical Storm One,1974,Silver,61,0,52,997,1.66,78,,24.4,42.2,26.4,40.7,50,
AL011976,Tropical Storm One,1976,Silver,61,0,52,994,2.02,66,,19.9,46.8,30.2,36.1,50,
AL071977,CLARA,1977,Silver,61,1,75,993,4.29,96,,52.9,47.7,48.9,48.7,50,
AL071978,Tropical Depression Seven,1978,Silver,61,-1,35,,0,0,,8.7,3.7,6.3,6.8,50,
AL211978,Tropical Depression Twenty-One,1978,Silver,61,-1,35,,0,0,,9.5,3.2,6.7,5.8,50,
AL061979,CLAUDETTE,1979,Silver,61,0,52,997,1.62,186,8,20.5,42.5,25.6,75.8,36.8,
AL161979,Tropical Depression Sixteen,1979,Silver,61,-1,35,,0,0,,9.3,3.3,8.2,2.3,50,
AL171979,Tropical Depression Seventeen,1979,Silver,61,-1,35,,0,0,,9.4,3.4,8.3,1.6,50,
AL191981,Tropical Depression Nineteen,1981,Silver,61,-1,35,,0,0,,7,6.2,7.8,4.3,50,
AL021983,Tropical Depression Two,1983,Silver,61,-1,35,,0,0,,5.5,6.4,8,8.3,50,
AL021984,Tropical Depression Two,1984,Silver,61,-1,35,,0,0,,5.6,5.7,8.1,8.7,50,
AL031984,Tropical Depression Three,1984,Silver,61,-1,35,,0,0,,5.6,5.8,8.1,8.8,50,
AL111984,EDOUARD,1984,Silver,61,0,63,998,0.79,18,,39.8,40.8,16.3,13.5,50,
AL191984,Tropical Depression Nineteen,1984,Silver,61,-1,35,,0,0,,4.1,6.6,9.1,9.5,50,
AL041985,DANNY,1985,Silver,61,1,92,987,3.53,54,5,69.4,52.8,43.9,29.5,29.4,
AL151988,Tropical Depression Fifteen,1988,Silver,61,-1,35,,0,0,,3.9,7.9,8.8,7.9,50,
AL141989,JERRY,1989,Silver,61,1,86,982,4.02,78,3,65.1,63.8,47.4,39.7,22.1,
AL041990,CESAR,1990,Silver,61,0,52,1000,3.4,102,,23.1,22.2,43.1,50.3,50,
AL071991,DANNY,1991,Silver,61,0,52,998,2.06,66,,24.2,40.7,30.9,34.4,50,
AL071994,ERNESTO,1994,Silver,61,0,58,997,1.51,42,,30.9,42.4,24,23.2,50,
AL011995,ALLISON,1995,Silver,61,1,75,982,6.57,180,1,52.7,63.7,59.7,74.4,10.4,
AL201995,SEBASTIEN,1995,Silver,61,0,63,1001,2.13,66,,37.9,19.9,31.8,35.3,50,
AL031998,CHARLEY,1998,Silver,61,0,69,1000,0.85,18,20,47.4,21.4,17.1,14.6,54.5,
AL121998,LISA,1998,Silver,61,1,75,995,5.37,114,,52.3,44.9,54,55.3,50,
AL142002,Tropical Depression Fourteen,2002,Silver,61,-1,35,1002,0,0,,2.6,19,2.3,3.3,50,
AL072004,GASTON,2004,Silver,61,1,75,985,4.01,138,9,50.3,54.9,47.2,63,40.7,
AL152004,NICOLE,2004,Silver,61,0,52,986,1.37,42,,25.9,53.4,22.7,23.4,50,
AL042006,CHRIS,2006,Silver,61,0,63,1001,2.17,54,,38,20,32.2,30,50,
AL022007,BARRY,2007,Silver,61,0,58,990,2.1,78,3,33.6,49.6,31.4,40.6,19.9,
AL012009,ONE,2009,Silver,61,-1,35,1006,0,0,,3.3,11.9,9.7,0.1,50,
AL102011,TEN,2011,Silver,61,-1,35,1006,0,0,,3.7,12,7.2,4.4,50,
AL152011,NATE,2011,Silver,61,1,75,994,4.43,102,,51.2,46.1,49.8,49.3,50,
AL042013,DORIAN,2013,Silver,61,0,58,1002,3.06,102,,27.2,17.9,40.9,50.2,50,
AL072013,GABRIELLE,2013,Silver,61,0,63,1003,1.82,66,,42.1,16.6,28.1,34.7,50,
AL102015,IDA,2015,Silver,61,0,52,1001,3.15,120,,24.7,19.6,41.4,56.7,50,
AL032017,CINDY,2017,Silver,61,0,58,991,2.37,72,3,34.1,49.3,34.3,37.9,19,
AL252020,GAMMA,2020,Silver,61,1,75,978,2.77,66,,52.6,67.5,38.2,33.1,50,
AL012021,ANA,2021,Silver,61,0,58,1004,2.61,90,,33.4,14.1,36.8,47,50,
AL011857,Tropical Storm One,1857,Silver,60,0,58,,2,42,,28.1,36.9,30,24.4,50,
AL031869,Hurricane Three,1869,Silver,60,1,81,,1.96,18,,60.1,57.2,29.3,15.3,50,
AL011882,Hurricane One,1882,Silver,60,1,81,,2.45,24,,58.1,58.1,35.2,15.8,50,
AL041882,Tropical Storm Four,1882,Silver,60,0,58,1005,2.42,78,,32.8,13.8,34.8,41.4,50,
AL111887,Tropical Storm Eleven,1887,Silver,60,0,58,,2.05,54,,30.9,25.8,30.5,28.7,50,
AL021888,Tropical Storm Two,1888,Silver,60,0,58,,1.52,42,,31,36,24.2,25.2,50,
AL111893,Tropical Storm Eleven,1893,Silver,60,0,58,,1.97,54,,31.3,30.1,29.7,29.1,50,
AL041897,Tropical Storm Four,1897,Silver,60,0,46,,2.79,114,,14.4,33.2,38.4,54.2,50,
AL041900,Tropical Storm Four,1900,Silver,60,0,52,,2.06,66,,23.9,35.4,30.7,34.5,50,
AL011905,Tropical Storm One,1905,Silver,60,0,58,,1.28,30,,36.4,32,21.5,17.4,50,
AL091906,Tropical Storm Nine,1906,Silver,60,0,52,,2.14,72,,19.4,38.1,31.9,36.5,50,
AL051908,Tropical Storm Five,1908,Silver,60,0,52,,2.1,72,,19.2,37.7,31.5,38.8,50,
AL011909,Tropical Storm One,1909,Silver,60,0,46,,2.45,90,,15.5,37.5,35.4,46.3,50,
AL031912,Tropical Storm Three,1912,Silver,60,0,52,,2.1,72,,21.4,37.3,31.3,38.6,50,
AL021921,Hurricane Two,1921,Silver,60,1,81,,2.17,48,,56.4,61.6,32.3,27.3,50,
AL051922,Tropical Storm Five,1922,Silver,60,0,52,,2.07,72,,21.3,38.3,31,36.9,50,
AL031923,Tropical Storm Three,1923,Silver,60,0,52,,2.06,72,,21.3,39.1,30.8,37.1,50,
AL041933,Tropical Storm Four,1933,Silver,60,0,58,,1.47,42,,30,36.6,23.7,24.6,50,
AL081936,Hurricane Eight,1936,Silver,60,1,75,999,6.59,108,,49.9,23.8,59.8,53.6,50,
AL041939,Tropical Storm Four,1939,Silver,60,0,52,,2.35,90,,21.6,31.2,34,45.7,50,
AL101944,Tropical Storm Ten,1944,Silver,60,0,52,,1.66,54,,26.3,39.9,26.3,28.8,50,
AL021946,Hurricane Two,1946,Silver,60,1,81,1005,6.25,120,,59,13.2,58.2,56.6,50,
AL101948,Hurricane Ten,1948,Silver,60,1,75,990,3.46,60,,50.7,49.6,43.7,31.4,50,
AL051949,Tropical Storm Five,1949,Silver,60,0,58,,1.52,42,,27.7,39.2,24.4,23.3,50,
AL021956,ANNA,1956,Silver,60,1,86,991,1.84,30,,63.7,49.3,28.3,19.3,50,
AL011958,ALMA,1958,Silver,60,0,63,,1.22,24,,40.7,28.8,21,16.8,50,
AL041959,CINDY,1959,Silver,60,1,75,995,4.67,132,6,51.3,45.4,51.3,61.7,30.3,
AL071959,FLORA,1959,Silver,60,1,75,994,3.12,66,,51.1,46.7,41.3,36.1,50,
AL131964,Tropical Storm Thirteen,1964,Silver,60,0,58,1003,2.37,72,,33.1,17,34.4,37.3,50,
AL081966,HALLIE,1966,Silver,60,0,58,997,0.91,18,,33.4,41.5,18.1,14.5,50,
AL191967,FERN,1967,Silver,60,1,75,987,3.08,56,,51.9,53.1,41,30.2,50,
AL011968,ABBY,1968,Silver,60,1,75,992,5.32,120,6,52.4,48.2,53.7,57.2,29.9,
AL011971,ARLENE,1971,Silver,60,0,58,1000,2.44,72,,28.7,22.4,35.1,38,50,
AL171972,Tropical Depression Seventeen,1972,Silver,60,-1,35,1006,0,0,,6.8,11.6,1.4,4.8,50,
AL181973,Tropical Depression Eighteen,1973,Silver,60,-1,35,1006,0,0,,6.7,12,1.5,3.8,50,
